,Total de Egresados,Nivel de la Oferta,Carrera,Reinscriptos Mujeres,Nuevos Inscriptos Varones,Estudiantes Mujeres,Total de Estudiantes,Gestión,Total de Nuevos Inscriptos,Tipo de Institución,Estudiantes Varones,Egresados Varones,Unidad Académica,Egresados Mujeres,Total de Reinscriptos,Año,Institución,Nuevas Inscriptas Mujeres,Título,Reinscriptos Varones
,44,Pregrado            ,"Computación, Sistemas e Informática",33,166,48,505,Estatal                                           ,181,Universidad                                       ,457,42,Facultad Regional General Pacheco,2,324,2015,Universidad Tecnológica Nacional,15,Tecnicatura Superior en Programación,291
,18,Pregrado            ,"Computación, Sistemas e Informática",14,96,30,261,Estatal                                           ,112,Universidad                                       ,231,17,Facultad Regional Haedo,1,149,2015,Universidad Tecnológica Nacional,16,Tecnicatura Superior en Programación,135
,1,Pregrado            ,"Computación, Sistemas e Informática",1,,1,8,Estatal                                           ,,Universidad                                       ,7,1,Facultad Regional La Rioja,,8,2015,Universidad Tecnológica Nacional,,Tecnicatura Superior en Programación,7
,7,Pregrado            ,"Computación, Sistemas e Informática",24,80,29,247,Estatal                                           ,85,Universidad                                       ,218,7,Facultad Regional Mendoza,,162,2015,Universidad Tecnológica Nacional,5,Tecnicatura Superior en Programación,138
,3,Pregrado            ,"Computación, Sistemas e Informática",8,35,11,110,Estatal                                           ,38,Universidad                                       ,99,3,Facultad Regional Paraná,,72,2015,Universidad Tecnológica Nacional,3,Tecnicatura Superior en Programación,64
,2,Pregrado            ,"Computación, Sistemas e Informática",3,31,6,63,Estatal                                           ,34,Universidad                                       ,57,2,Facultad Regional Rafaela,,29,2015,Universidad Tecnológica Nacional,3,Tecnicatura Superior en Programación,26
,1,Pregrado            ,"Computación, Sistemas e Informática",4,23,8,59,Estatal                                           ,27,Universidad                                       ,51,,Facultad Regional Reconquista,1,32,2015,Universidad Tecnológica Nacional,4,Tecnicatura Superior en Programación,28
,17,Pregrado            ,"Computación, Sistemas e Informática",25,89,31,278,Estatal                                           ,95,Universidad                                       ,247,12,Facultad Regional Resistencia,5,183,2015,Universidad Tecnológica Nacional,6,Tecnicatura Superior en Programación,158
,8,Pregrado            ,"Computación, Sistemas e Informática",10,52,33,136,Estatal                                           ,75,Universidad                                       ,103,8,Facultad Regional Rio Grande,,61,2015,Universidad Tecnológica Nacional,23,Tecnicatura Superior en Programación,51
,7,Pregrado            ,"Computación, Sistemas e Informática",6,30,10,92,Estatal                                           ,34,Universidad                                       ,82,7,Facultad Regional San Francisco,,58,2015,Universidad Tecnológica Nacional,4,Tecnicatura Superior en Programación,52
,6,Pregrado            ,"Computación, Sistemas e Informática",15,28,20,74,Estatal                                           ,33,Universidad                                       ,54,3,Facultad Regional San Nicolás,3,41,2015,Universidad Tecnológica Nacional,5,Tecnicatura Superior en Programación,26
,4,Pregrado            ,"Computación, Sistemas e Informática",18,58,29,160,Estatal                                           ,69,Universidad                                       ,131,2,Facultad Regional Tucumán,2,91,2015,Universidad Tecnológica Nacional,11,Tecnicatura Superior en Programación,73
,,Pregrado            ,"Computación, Sistemas e Informática",,23,1,24,Estatal                                           ,24,Universidad                                       ,23,,Facultad Regional Venado Tuerto,,,2015,Universidad Tecnológica Nacional,1,Tecnicatura Superior en Programación,
,2,Pregrado            ,"Computación, Sistemas e Informática",12,15,15,52,Estatal                                           ,18,Universidad                                       ,37,2,Facultad Regional del Neuquén,,34,2015,Universidad Tecnológica Nacional,3,Tecnicatura Superior en Programación,22
,6,Pregrado            ,"Computación, Sistemas e Informática",,33,4,66,Estatal                                           ,37,Universidad                                       ,62,6,Unidad Académica Concordia,,29,2015,Universidad Tecnológica Nacional,4,Tecnicatura Superior en Programación,29
,34,Pregrado            ,"Computación, Sistemas e Informática",15,91,27,288,Estatal                                           ,103,Universidad                                       ,261,33,Unidad Académica Mar del Plata,1,185,2015,Universidad Tecnológica Nacional,12,Tecnicatura Superior en Programación,170
,18,Pregrado            ,"Computación, Sistemas e Informática",6,71,18,162,Estatal                                           ,83,Universidad                                       ,144,15,Facultad Regional Avellaneda,3,79,2010,Universidad Tecnológica Nacional,12,Tecnicatura Superior en Sistemas Informáticos - Ciclo de Tecnicatura,73
,16,Pregrado            ,"Computación, Sistemas e Informática",3,25,5,68,Estatal                                           ,27,Universidad                                       ,63,16,Facultad Regional General Pacheco,,41,2010,Universidad Tecnológica Nacional,2,Tecnicatura Superior en Sistemas Informáticos - Ciclo de Tecnicatura,38
,17,Pregrado            ,"Computación, Sistemas e Informática",1,22,3,44,Estatal                                           ,24,Universidad                                       ,41,17,Facultad Regional Rosario,,20,2010,Universidad Tecnológica Nacional,2,Tecnicatura Superior en Sistemas Informáticos - Ciclo de Tecnicatura,19
,,Pregrado            ,"Computación, Sistemas e Informática",,2,,2,Estatal                                           ,2,Universidad                                       ,2,,Facultad Regional San Nicolás,,,2010,Universidad Tecnológica Nacional,,Tecnicatura Superior en Sistemas Informáticos - Ciclo de Tecnicatura,
,1,Pregrado            ,"Computación, Sistemas e Informática",1,,1,5,Estatal                                           ,,Universidad                                       ,4,1,Facultad Regional Venado Tuerto,,5,2010,Universidad Tecnológica Nacional,,Tecnicatura Superior en Sistemas Informáticos - Ciclo de Tecnicatura,4
,,Pregrado            ,"Computación, Sistemas e Informática",,10,3,13,Estatal                                           ,13,Universidad                                       ,10,,Facultad Regional del Neuquén,,,2010,Universidad Tecnológica Nacional,3,Tecnicatura Superior en Sistemas Informáticos - Ciclo de Tecnicatura,
,1,Pregrado            ,"Computación, Sistemas e Informática",,,,,Privada                                           ,,Universidad                                       ,,1,ANEXO MAR DEL PLATA,,,2011,Universidad Atlántida Argentina,,Tecnicatura Superior en Sistemas Informáticos,
,29,Pregrado            ,"Computación, Sistemas e Informática",7,103,18,184,Estatal                                           ,114,Universidad                                       ,166,25,Facultad Regional Avellaneda,4,70,2011,Universidad Tecnológica Nacional,11,Tecnicatura Superior en Sistemas Informáticos - Ciclo de Tecnicatura,63
,14,Pregrado            ,"Computación, Sistemas e Informática",6,37,13,84,Estatal                                           ,44,Universidad                                       ,71,14,Facultad Regional General Pacheco,,40,2011,Universidad Tecnológica Nacional,7,Tecnicatura Superior en Sistemas Informáticos - Ciclo de Tecnicatura,34
,9,Pregrado            ,"Computación, Sistemas e Informática",1,11,4,22,Estatal                                           ,14,Universidad                                       ,18,9,Facultad Regional Rosario,,8,2011,Universidad Tecnológica Nacional,3,Tecnicatura Superior en Sistemas Informáticos - Ciclo de Tecnicatura,7
,,Pregrado            ,"Computación, Sistemas e Informática",,,,2,Estatal                                           ,,Universidad                                       ,2,,Facultad Regional San Nicolás,,2,2011,Universidad Tecnológica Nacional,,Tecnicatura Superior en Sistemas Informáticos - Ciclo de Tecnicatura,2
,1,Pregrado            ,"Computación, Sistemas e Informática",,,,1,Estatal                                           ,,Universidad                                       ,1,1,Facultad Regional Venado Tuerto,,1,2011,Universidad Tecnológica Nacional,,Tecnicatura Superior en Sistemas Informáticos - Ciclo de Tecnicatura,1
,,Pregrado            ,"Computación, Sistemas e Informática",3,,3,10,Estatal                                           ,,Universidad                                       ,7,,Facultad Regional del Neuquén,,10,2011,Universidad Tecnológica Nacional,,Tecnicatura Superior en Sistemas Informáticos - Ciclo de Tecnicatura,7
,1,Pregrado            ,"Computación, Sistemas e Informática",,,,,Privada                                           ,,Universidad                                       ,,,ANEXO MAR DEL PLATA,1,,2012,Universidad Atlántida Argentina,,Tecnicatura Superior en Sistemas Informáticos,
,2,Pregrado            ,"Computación, Sistemas e Informática",,,,,Privada                                           ,,Universidad                                       ,,1,UNIVERSIDAD ATLANTIDA ARGENTINA SEDE CENTRAL,1,,2012,Universidad Atlántida Argentina,,Tecnicatura Superior en Sistemas Informáticos,
,26,Pregrado            ,"Computación, Sistemas e Informática",14,46,15,135,Estatal                                           ,47,Universidad                                       ,120,20,Facultad Regional Avellaneda,6,88,2012,Universidad Tecnológica Nacional,1,Tecnicatura Superior en Sistemas Informáticos - Ciclo de Tecnicatura,74
,30,Pregrado            ,"Computación, Sistemas e Informática",9,18,9,69,Estatal                                           ,18,Universidad                                       ,60,22,Facultad Regional General Pacheco,8,51,2012,Universidad Tecnológica Nacional,,Tecnicatura Superior en Sistemas Informáticos - Ciclo de Tecnicatura,42
,12,Pregrado            ,"Computación, Sistemas e Informática",4,41,7,75,Estatal                                           ,44,Universidad                                       ,68,11,Facultad Regional Rosario,1,31,2012,Universidad Tecnológica Nacional,3,Tecnicatura Superior en Sistemas Informáticos - Ciclo de Tecnicatura,27
,,Pregrado            ,"Computación, Sistemas e Informática",,,,2,Estatal                                           ,,Universidad                                       ,2,,Facultad Regional San Nicolás,,2,2012,Universidad Tecnológica Nacional,,Tecnicatura Superior en Sistemas Informáticos - Ciclo de Tecnicatura,2
,7,Pregrado            ,"Computación, Sistemas e Informática",2,,2,7,Estatal                                           ,,Universidad                                       ,5,5,Facultad Regional del Neuquén,2,7,2012,Universidad Tecnológica Nacional,,Tecnicatura Superior en Sistemas Informáticos - Ciclo de Tecnicatura,5
,18,Pregrado            ,"Computación, Sistemas e Informática",5,41,12,129,Estatal                                           ,48,Universidad                                       ,117,16,Facultad Regional Avellaneda,2,81,2013,Universidad Tecnológica Nacional,7,Tecnicatura Superior en Sistemas Informáticos - Ciclo de Tecnicatura,76
,8,Pregrado            ,"Computación, Sistemas e Informática",2,38,5,73,Estatal                                           ,41,Universidad                                       ,68,8,Facultad Regional General Pacheco,,32,2013,Universidad Tecnológica Nacional,3,Tecnicatura Superior en Sistemas Informáticos - Ciclo de Tecnicatura,30
,,Pregrado            ,"Computación, Sistemas e Informática",,2,,3,Estatal                                           ,2,Universidad                                       ,3,,Facultad Regional San Nicolás,,1,2013,Universidad Tecnológica Nacional,,Tecnicatura Superior en Sistemas Informáticos - Ciclo de Tecnicatura,1
,9,Pregrado            ,"Computación, Sistemas e Informática",5,19,7,53,Estatal                                           ,21,Universidad                                       ,46,8,Unidad Académica Mar del Plata,1,32,2013,Universidad Tecnológica Nacional,2,Tecnicatura Superior en Sistemas Informáticos - Ciclo de Tecnicatura,27
,22,Pregrado            ,"Computación, Sistemas e Informática",8,25,11,128,Estatal                                           ,28,Universidad                                       ,117,19,Facultad Regional Avellaneda,3,100,2014,Universidad Tecnológica Nacional,3,Tecnicatura Superior en Sistemas Informáticos - Ciclo de Tecnicatura,92
,16,Pregrado            ,"Computación, Sistemas e Informática",2,20,6,62,Estatal                                           ,24,Universidad                                       ,56,15,Facultad Regional General Pacheco,1,38,2014,Universidad Tecnológica Nacional,4,Tecnicatura Superior en Sistemas Informáticos - Ciclo de Tecnicatura,36
,,Pregrado            ,"Computación, Sistemas e Informática",,2,,4,Estatal                                           ,2,Universidad                                       ,4,,Facultad Regional San Nicolás,,2,2014,Universidad Tecnológica Nacional,,Tecnicatura Superior en Sistemas Informáticos - Ciclo de Tecnicatura,2
,1,Pregrado            ,"Computación, Sistemas e Informática",1,,1,2,Estatal                                           ,,Universidad                                       ,1,,Facultad Regional Venado Tuerto,1,2,2014,Universidad Tecnológica Nacional,,Tecnicatura Superior en Sistemas Informáticos - Ciclo de Tecnicatura,1
,12,Pregrado            ,"Computación, Sistemas e Informática",4,30,8,77,Estatal                                           ,34,Universidad                                       ,69,12,Unidad Académica Mar del Plata,,43,2014,Universidad Tecnológica Nacional,4,Tecnicatura Superior en Sistemas Informáticos - Ciclo de Tecnicatura,39
,22,Pregrado            ,"Computación, Sistemas e Informática",5,36,8,106,Estatal                                           ,39,Universidad                                       ,98,21,Facultad Regional Avellaneda,1,67,2015,Universidad Tecnológica Nacional,3,Tecnicatura Superior en Sistemas Informáticos - Ciclo de Tecnicatura,62
,11,Pregrado            ,"Computación, Sistemas e Informática",5,9,6,41,Estatal                                           ,10,Universidad                                       ,35,9,Facultad Regional General Pacheco,2,31,2015,Universidad Tecnológica Nacional,1,Tecnicatura Superior en Sistemas Informáticos - Ciclo de Tecnicatura,26
,2,Pregrado            ,"Computación, Sistemas e Informática",,1,,3,Estatal                                           ,1,Universidad                                       ,3,2,Facultad Regional San Nicolás,,2,2015,Universidad Tecnológica Nacional,,Tecnicatura Superior en Sistemas Informáticos - Ciclo de Tecnicatura,2
,1,Pregrado            ,"Computación, Sistemas e Informática",,,,1,Estatal                                           ,,Universidad                                       ,1,1,Facultad Regional Venado Tuerto,,1,2015,Universidad Tecnológica Nacional,,Tecnicatura Superior en Sistemas Informáticos - Ciclo de Tecnicatura,1
,28,Pregrado            ,"Computación, Sistemas e Informática",7,25,8,75,Estatal                                           ,26,Universidad                                       ,67,24,Unidad Académica Mar del Plata,4,49,2015,Universidad Tecnológica Nacional,1,Tecnicatura Superior en Sistemas Informáticos - Ciclo de Tecnicatura,42
,9,Pregrado            ,"Computación, Sistemas e Informática",,,,,Privada                                           ,,Universidad                                       ,,7,Facultad de Informática,2,,2010,Universidad Champagnat,,Analista Universitario de Sistemas,
,15,Pregrado            ,"Computación, Sistemas e Informática",,,,,Estatal                                           ,,Universidad                                       ,,12,Sede La Rioja,3,,2010,Universidad Nacional de La Rioja,,Analista Universitario de Sistemas,
,117,Pregrado            ,"Computación, Sistemas e Informática",,,,,Estatal                                           ,,Universidad                                       ,,79,Facultad Regional Buenos Aires,38,,2010,Universidad Tecnológica Nacional,,Analista Universitario de Sistemas,
,24,Pregrado            ,"Computación, Sistemas e Informática",,,,,Estatal                                           ,,Universidad                                       ,,11,Facultad Regional Córdoba,13,,2010,Universidad Tecnológica Nacional,,Analista Universitario de Sistemas,
,2,Pregrado            ,"Computación, Sistemas e Informática",,,,,Estatal                                           ,,Universidad                                       ,,,Facultad Regional Delta,2,,2010,Universidad Tecnológica Nacional,,Analista Universitario de Sistemas,
,22,Pregrado            ,"Computación, Sistemas e Informática",,,,,Estatal                                           ,,Universidad                                       ,,18,Facultad Regional La Plata,4,,2010,Universidad Tecnológica Nacional,,Analista Universitario de Sistemas,
,9,Pregrado            ,"Computación, Sistemas e Informática",,,,,Estatal                                           ,,Universidad                                       ,,7,Facultad Regional Mendoza,2,,2010,Universidad Tecnológica Nacional,,Analista Universitario de Sistemas,
,33,Pregrado            ,"Computación, Sistemas e Informática",,,,,Estatal                                           ,,Universidad                                       ,,24,Facultad Regional Resistencia,9,,2010,Universidad Tecnológica Nacional,,Analista Universitario de Sistemas,
,35,Pregrado            ,"Computación, Sistemas e Informática",,,,,Estatal                                           ,,Universidad                                       ,,23,Facultad Regional Rosario,12,,2010,Universidad Tecnológica Nacional,,Analista Universitario de Sistemas,
,2,Pregrado            ,"Computación, Sistemas e Informática",,,,,Estatal                                           ,,Universidad                                       ,,1,Facultad Regional San Francisco,1,,2010,Universidad Tecnológica Nacional,,Analista Universitario de Sistemas,
,11,Pregrado            ,"Computación, Sistemas e Informática",,,,,Estatal                                           ,,Universidad                                       ,,9,Facultad Regional Santa Fé,2,,2010,Universidad Tecnológica Nacional,,Analista Universitario de Sistemas,
,23,Pregrado            ,"Computación, Sistemas e Informática",,,,,Estatal                                           ,,Universidad                                       ,,12,Facultad Regional Tucumán,11,,2010,Universidad Tecnológica Nacional,,Analista Universitario de Sistemas,
,12,Pregrado            ,"Computación, Sistemas e Informática",,,,,Privada                                           ,,Universidad                                       ,,11,Facultad de Informática,1,,2011,Universidad Champagnat,,Analista Universitario de Sistemas,
,142,Pregrado            ,"Computación, Sistemas e Informática",,,,,Estatal                                           ,,Universidad                                       ,,113,Facultad Regional Buenos Aires,29,,2011,Universidad Tecnológica Nacional,,Analista Universitario de Sistemas,
,21,Pregrado            ,"Computación, Sistemas e Informática",,,,,Estatal                                           ,,Universidad                                       ,,10,Facultad Regional Córdoba,11,,2011,Universidad Tecnológica Nacional,,Analista Universitario de Sistemas,
,3,Pregrado            ,"Computación, Sistemas e Informática",,,,,Estatal                                           ,,Universidad                                       ,,1,Facultad Regional Delta,2,,2011,Universidad Tecnológica Nacional,,Analista Universitario de Sistemas,
,44,Pregrado            ,"Computación, Sistemas e Informática",,,,,Estatal                                           ,,Universidad                                       ,,33,Facultad Regional La Plata,11,,2011,Universidad Tecnológica Nacional,,Analista Universitario de Sistemas,
,4,Pregrado            ,"Computación, Sistemas e Informática",,,,,Estatal                                           ,,Universidad                                       ,,3,Facultad Regional Mendoza,1,,2011,Universidad Tecnológica Nacional,,Analista Universitario de Sistemas,
,16,Pregrado            ,"Computación, Sistemas e Informática",,,,,Estatal                                           ,,Universidad                                       ,,10,Facultad Regional Resistencia,6,,2011,Universidad Tecnológica Nacional,,Analista Universitario de Sistemas,
,35,Pregrado            ,"Computación, Sistemas e Informática",,,,,Estatal                                           ,,Universidad                                       ,,19,Facultad Regional Rosario,16,,2011,Universidad Tecnológica Nacional,,Analista Universitario de Sistemas,
,3,Pregrado            ,"Computación, Sistemas e Informática",,,,,Estatal                                           ,,Universidad                                       ,,1,Facultad Regional San Francisco,2,,2011,Universidad Tecnológica Nacional,,Analista Universitario de Sistemas,
,5,Pregrado            ,"Computación, Sistemas e Informática",,,,,Estatal                                           ,,Universidad                                       ,,3,Facultad Regional Santa Fé,2,,2011,Universidad Tecnológica Nacional,,Analista Universitario de Sistemas,
,10,Pregrado            ,"Computación, Sistemas e Informática",,,,,Estatal                                           ,,Universidad                                       ,,7,Facultad Regional Tucumán,3,,2011,Universidad Tecnológica Nacional,,Analista Universitario de Sistemas,
,4,Pregrado            ,"Computación, Sistemas e Informática",,,,,Estatal                                           ,,Universidad                                       ,,4,Facultad Regional Villa María,,,2011,Universidad Tecnológica Nacional,,Analista Universitario de Sistemas,
,4,Pregrado            ,"Computación, Sistemas e Informática",,,,,Privada                                           ,,Universidad                                       ,,2,Facultad de Informática,2,,2012,Universidad Champagnat,,Analista Universitario de Sistemas,
,22,Pregrado            ,"Computación, Sistemas e Informática",,,,,Estatal                                           ,,Universidad                                       ,,15,Sede La Rioja,7,,2012,Universidad Nacional de La Rioja,,Analista Universitario de Sistemas,
,87,Pregrado            ,"Computación, Sistemas e Informática",,,,,Estatal                                           ,,Universidad                                       ,,76,Facultad Regional Buenos Aires,11,,2012,Universidad Tecnológica Nacional,,Analista Universitario de Sistemas,
,18,Pregrado            ,"Computación, Sistemas e Informática",,,,,Estatal                                           ,,Universidad                                       ,,15,Facultad Regional Concepción del Uruguay,3,,2012,Universidad Tecnológica Nacional,,Analista Universitario de Sistemas,
,26,Pregrado            ,"Computación, Sistemas e Informática",,,,,Estatal                                           ,,Universidad                                       ,,16,Facultad Regional Córdoba,10,,2012,Universidad Tecnológica Nacional,,Analista Universitario de Sistemas,
,3,Pregrado            ,"Computación, Sistemas e Informática",,,,,Estatal                                           ,,Universidad                                       ,,3,Facultad Regional Delta,,,2012,Universidad Tecnológica Nacional,,Analista Universitario de Sistemas,
,14,Pregrado            ,"Computación, Sistemas e Informática",,,,,Estatal                                           ,,Universidad                                       ,,13,Facultad Regional La Plata,1,,2012,Universidad Tecnológica Nacional,,Analista Universitario de Sistemas,
,8,Pregrado            ,"Computación, Sistemas e Informática",,,,,Estatal                                           ,,Universidad                                       ,,5,Facultad Regional Mendoza,3,,2012,Universidad Tecnológica Nacional,,Analista Universitario de Sistemas,
,17,Pregrado            ,"Computación, Sistemas e Informática",,,,,Estatal                                           ,,Universidad                                       ,,10,Facultad Regional Resistencia,7,,2012,Universidad Tecnológica Nacional,,Analista Universitario de Sistemas,
,20,Pregrado            ,"Computación, Sistemas e Informática",,,,,Estatal                                           ,,Universidad                                       ,,13,Facultad Regional Rosario,7,,2012,Universidad Tecnológica Nacional,,Analista Universitario de Sistemas,
,7,Pregrado            ,"Computación, Sistemas e Informática",,,,,Estatal                                           ,,Universidad                                       ,,4,Facultad Regional Santa Fé,3,,2012,Universidad Tecnológica Nacional,,Analista Universitario de Sistemas,
,4,Pregrado            ,"Computación, Sistemas e Informática",,,,,Estatal                                           ,,Universidad                                       ,,3,Facultad Regional Trenque Lauquen,1,,2012,Universidad Tecnológica Nacional,,Analista Universitario de Sistemas,
,10,Pregrado            ,"Computación, Sistemas e Informática",,,,,Estatal                                           ,,Universidad                                       ,,5,Facultad Regional Tucumán,5,,2012,Universidad Tecnológica Nacional,,Analista Universitario de Sistemas,
,4,Pregrado            ,"Computación, Sistemas e Informática",,,,,Privada                                           ,,Universidad                                       ,,4,Facultad de Informática,,,2013,Universidad Champagnat,,Analista Universitario de Sistemas,
,15,Pregrado            ,"Computación, Sistemas e Informática",,,,,Estatal                                           ,,Universidad                                       ,,12,Facultad Regional Buenos Aires,3,,2013,Universidad Tecnológica Nacional,,Analista Universitario de Sistemas,
,8,Pregrado            ,"Computación, Sistemas e Informática",,,,,Estatal                                           ,,Universidad                                       ,,5,Facultad Regional Concepción del Uruguay,3,,2013,Universidad Tecnológica Nacional,,Analista Universitario de Sistemas,
,17,Pregrado            ,"Computación, Sistemas e Informática",,,,,Estatal                                           ,,Universidad                                       ,,9,Facultad Regional Córdoba,8,,2013,Universidad Tecnológica Nacional,,Analista Universitario de Sistemas,
,2,Pregrado            ,"Computación, Sistemas e Informática",,,,,Estatal                                           ,,Universidad                                       ,,1,Facultad Regional Delta,1,,2013,Universidad Tecnológica Nacional,,Analista Universitario de Sistemas,
,26,Pregrado            ,"Computación, Sistemas e Informática",,,,,Estatal                                           ,,Universidad                                       ,,17,Facultad Regional La Plata,9,,2013,Universidad Tecnológica Nacional,,Analista Universitario de Sistemas,
,4,Pregrado            ,"Computación, Sistemas e Informática",,,,,Estatal                                           ,,Universidad                                       ,,3,Facultad Regional Mendoza,1,,2013,Universidad Tecnológica Nacional,,Analista Universitario de Sistemas,
,10,Pregrado            ,"Computación, Sistemas e Informática",,,,,Estatal                                           ,,Universidad                                       ,,8,Facultad Regional Resistencia,2,,2013,Universidad Tecnológica Nacional,,Analista Universitario de Sistemas,
,23,Pregrado            ,"Computación, Sistemas e Informática",,,,,Estatal                                           ,,Universidad                                       ,,17,Facultad Regional Rosario,6,,2013,Universidad Tecnológica Nacional,,Analista Universitario de Sistemas,
,2,Pregrado            ,"Computación, Sistemas e Informática",,,,,Estatal                                           ,,Universidad                                       ,,2,Facultad Regional San Francisco,,,2013,Universidad Tecnológica Nacional,,Analista Universitario de Sistemas,
,19,Pregrado            ,"Computación, Sistemas e Informática",,,,,Estatal                                           ,,Universidad                                       ,,16,Facultad Regional Santa Fé,3,,2013,Universidad Tecnológica Nacional,,Analista Universitario de Sistemas,
,1,Pregrado            ,"Computación, Sistemas e Informática",,,,,Estatal                                           ,,Universidad                                       ,,,Facultad Regional Trenque Lauquen,1,,2013,Universidad Tecnológica Nacional,,Analista Universitario de Sistemas,
,17,Pregrado            ,"Computación, Sistemas e Informática",,,,,Estatal                                           ,,Universidad                                       ,,12,Facultad Regional Tucumán,5,,2013,Universidad Tecnológica Nacional,,Analista Universitario de Sistemas,
,16,Pregrado            ,"Computación, Sistemas e Informática",,,,,Estatal                                           ,,Universidad                                       ,,13,Facultad Regional Buenos Aires,3,,2014,Universidad Tecnológica Nacional,,Analista Universitario de Sistemas,
,5,Pregrado            ,"Computación, Sistemas e Informática",,,,,Estatal                                           ,,Universidad                                       ,,5,Facultad Regional Concepción del Uruguay,,,2014,Universidad Tecnológica Nacional,,Analista Universitario de Sistemas,
,23,Pregrado            ,"Computación, Sistemas e Informática",,,,,Estatal                                           ,,Universidad                                       ,,12,Facultad Regional Córdoba,11,,2014,Universidad Tecnológica Nacional,,Analista Universitario de Sistemas,
,4,Pregrado            ,"Computación, Sistemas e Informática",,,,,Estatal                                           ,,Universidad                                       ,,4,Facultad Regional Delta,,,2014,Universidad Tecnológica Nacional,,Analista Universitario de Sistemas,
,5,Pregrado            ,"Computación, Sistemas e Informática",,,,,Estatal                                           ,,Universidad                                       ,,4,Facultad Regional La Plata,1,,2014,Universidad Tecnológica Nacional,,Analista Universitario de Sistemas,
,5,Pregrado            ,"Computación, Sistemas e Informática",,,,,Estatal                                           ,,Universidad                                       ,,4,Facultad Regional Mendoza,1,,2014,Universidad Tecnológica Nacional,,Analista Universitario de Sistemas,
,10,Pregrado            ,"Computación, Sistemas e Informática",,,,,Estatal                                           ,,Universidad                                       ,,10,Facultad Regional Resistencia,,,2014,Universidad Tecnológica Nacional,,Analista Universitario de Sistemas,
,18,Pregrado            ,"Computación, Sistemas e Informática",,,,,Estatal                                           ,,Universidad                                       ,,10,Facultad Regional Rosario,8,,2014,Universidad Tecnológica Nacional,,Analista Universitario de Sistemas,
,1,Pregrado            ,"Computación, Sistemas e Informática",,,,,Estatal                                           ,,Universidad                                       ,,,Facultad Regional San Francisco,1,,2014,Universidad Tecnológica Nacional,,Analista Universitario de Sistemas,
,18,Pregrado            ,"Computación, Sistemas e Informática",,,,,Estatal                                           ,,Universidad                                       ,,12,Facultad Regional Santa Fé,6,,2014,Universidad Tecnológica Nacional,,Analista Universitario de Sistemas,
,12,Pregrado            ,"Computación, Sistemas e Informática",,,,,Estatal                                           ,,Universidad                                       ,,5,Facultad Regional Tucumán,7,,2014,Universidad Tecnológica Nacional,,Analista Universitario de Sistemas,
,,Pregrado            ,"Computación, Sistemas e Informática",18,85,37,184,Estatal                                           ,104,Universidad                                       ,147,,Escuela Superior de Comercio Manuel Belgrano,,80,2015,Universidad Nacional de Córdoba,19,Analista Universitario de Sistemas Informáticos,62
,18,Pregrado            ,"Computación, Sistemas e Informática",,,,,Estatal                                           ,,Universidad                                       ,,14,Facultad Regional Buenos Aires,4,,2015,Universidad Tecnológica Nacional,,Analista Universitario de Sistemas,
,9,Pregrado            ,"Computación, Sistemas e Informática",,,,,Estatal                                           ,,Universidad                                       ,,6,Facultad Regional Concepción del Uruguay,3,,2015,Universidad Tecnológica Nacional,,Analista Universitario de Sistemas,
,17,Pregrado            ,"Computación, Sistemas e Informática",,,,,Estatal                                           ,,Universidad                                       ,,11,Facultad Regional Córdoba,6,,2015,Universidad Tecnológica Nacional,,Analista Universitario de Sistemas,
,1,Pregrado            ,"Computación, Sistemas e Informática",,,,,Estatal                                           ,,Universidad                                       ,,1,Facultad Regional Delta,,,2015,Universidad Tecnológica Nacional,,Analista Universitario de Sistemas,
,10,Pregrado            ,"Computación, Sistemas e Informática",,,,,Estatal                                           ,,Universidad                                       ,,8,Facultad Regional La Plata,2,,2015,Universidad Tecnológica Nacional,,Analista Universitario de Sistemas,
,2,Pregrado            ,"Computación, Sistemas e Informática",,,,,Estatal                                           ,,Universidad                                       ,,2,Facultad Regional Mendoza,,,2015,Universidad Tecnológica Nacional,,Analista Universitario de Sistemas,
,11,Pregrado            ,"Computación, Sistemas e Informática",,,,,Estatal                                           ,,Universidad                                       ,,8,Facultad Regional Resistencia,3,,2015,Universidad Tecnológica Nacional,,Analista Universitario de Sistemas,
,16,Pregrado            ,"Computación, Sistemas e Informática",,,,,Estatal                                           ,,Universidad                                       ,,13,Facultad Regional Rosario,3,,2015,Universidad Tecnológica Nacional,,Analista Universitario de Sistemas,
,1,Pregrado            ,"Computación, Sistemas e Informática",,,,,Estatal                                           ,,Universidad                                       ,,,Facultad Regional San Francisco,1,,2015,Universidad Tecnológica Nacional,,Analista Universitario de Sistemas,
,16,Pregrado            ,"Computación, Sistemas e Informática",,,,,Estatal                                           ,,Universidad                                       ,,12,Facultad Regional Santa Fé,4,,2015,Universidad Tecnológica Nacional,,Analista Universitario de Sistemas,
,26,Pregrado            ,"Computación, Sistemas e Informática",,,,,Estatal                                           ,,Universidad                                       ,,13,Facultad Regional Tucumán,13,,2015,Universidad Tecnológica Nacional,,Analista Universitario de Sistemas,
,2,Pregrado            ,"Computación, Sistemas e Informática",,,,,Estatal                                           ,,Universidad                                       ,,2,Facultad Regional Villa María,,,2015,Universidad Tecnológica Nacional,,Analista Universitario de Sistemas,
